deice	ˈdʲɛcɪ
glóire	ˈɡlˠóɾʲə
uinge	ˈɪɲə
díol	dʲiːlʲ
Sasana Nua	ˌsˠasˠən̪ˠə ˈn̪ˠuə
ní b'	nʲiːbʲ'
drúis	ˈd̪ˠɾˠúʃ
faoi mhaise	fˠiːˈwaʃə
míol	mʲiːlʲ
mianach	ˈmʲiən̪ˠəx
gharda	ˈɣaɾˠəd̪ˠə
inín	ˈɪnʲiːnʲ
spád	sˠpˠɑːd̪ˠ
tulach	ˈt̪ˠʊlˠəx
scóig	ˈsˠkóɟ
ríse	ˈɾˠiːʃə
ceada	ˈcad̪ˠə
ól	oːlˠ
ciumhaiseanna	ˈcəuəʃən̪ˠə
dril	dʲɾʲɪlʲ
cláirseacha	ˈklˠɑːɾˠʃəxə
cana	ˈkan̪ˠə
cuimhnigh	ˈkɪvʲnʲə
bunaigh	ˈbˠʊn̪ˠə
saor	sˠiːɾˠ
triail	ˈtʲɾʲiəlʲ
teoranta	ˈtʲoːɾˠən̪ˠt̪ˠə
mímhúinte	ˈmʲiːún̪ʲtʲə
hallaí	ˈhalˠiː
duid	d̪ˠɪdʲ
rinneamar	ˈɾˠɪnʲəmˠəɾˠ
-aí	-iː
ise	ˈɪʃə
tiomáin	ˈtʲjʊmˠɑːnʲ
drama	ˈd̪ˠɾˠamˠə
-óimis	-ˈómʲəʃ
ata	ˈat̪ˠə
ballaí	ˈbˠalˠiː
acusan	ˈakəsˠən̪ˠ
Áiréilias	ˈɑːɾʲeːlʲiəsˠ
guíochtaint	ˈɡuiːxt̪ˠən̪ʲtʲ
dot	d̪ˠɔt̪ˠ
lasann	ˈlˠasˠən̪ˠ
coisíocht	ˈkɛʃiːçtʲ
bhí	vʲiː
éadáil	ˈeːd̪ˠɑːlʲ
donna	ˈd̪ˠʊn̪ˠə
feargach	ˈfʲaɾˠəɡəx
ab	abˠ
díolaim	ˈdʲiːlˠəmʲ
creig	cɾʲɛɟ
cíche	ˈciːçə
go raibh maith agat	ɡəɾˠaiiː mˠah ˈəɡət̪ˠ
cíor thuathail	ciːɾˠ ˈhuəhəlʲ
maidineacha	ˈmˠadʲənʲəxə
daor	d̪ˠiːɾˠ
bruig	bˠɾˠɪɟ
i dtosach	əˈd̪ˠɔsˠəx
ardchlár	ˈaɾˠəd̪ˠxlˠɑːɾˠ
seám	ˈʃeɑːmˠ
dochtúra	ˈd̪ˠɔxt̪ˠuːɾˠə
scoth	sˠkɔ
freagairt	ˈfʲɾʲaɡəɾˠtʲ
ana-	ˈan̪ˠə-
cú dobhráin	kuː ˈd̪ˠəuɾˠɑːnʲ
leithscéal	ˈlʲɛhʃceːlˠ
dligh	dʲlʲɪ
chuimhnigh	ˈxɪvʲnʲə
Íosánach	ˈiːsˠɑːn̪ˠəx
diosfaige	ˈdʲiəsˠfˠəɟɪ
faoistin	ˈfˠiːʃtʲɪnʲ
cuire	ˈkɪɾʲə
leanúint	ˈlʲan̪ˠún̪ʲtʲ
gcatach	ˈɡat̪ˠəx
oilfidh	ˈɛl̠ʲfʲə
madra alla	ˌmˠad̪ˠɾˠə ˈalˠə
ruaille buaille	ˌɾˠuəlˠə ˈbˠuəlˠə
gróig	ˈɡɾˠóɟ
ríúil	ˈɾˠíúlʲ
molfaidh	ˈmˠɔl̪ˠfˠə
bhairéad	ˈwaɾʲeːd̪ˠ
geal	ɟalˠ
réiteoir	ˈɾˠeːtʲoːɾʲ
dh'	ɣ'
féinín	ˈfʲeːnʲiːnʲ
teaghlach	ˈtʲəilˠəx
dáimh	d̪ˠáiiː
fhásas	ˈɑːsˠəsˠ
máithreacha	ˈmˠɑːhɾʲəxə
cá huair	kɑːˈhuəɾʲ
iargúil	ˈiəɾˠɡúlʲ
dhíolann	ˈjiːlˠən̪ˠ
anoir	ˈan̪ˠəɾʲ
slog	sˠlˠɔɡ
láimh	lˠáiiː
pheata	ˈfʲat̪ˠə
Gaeilic	ˈɟeːlʲɪc
meaisín	ˈmʲaʃiːnʲ
dhreas	ɾʲasˠ
th'	h'
bhfeadh	vʲɪ
péacán	ˈpʲeːkɑːnˠ
dheora	ˈjoːɾˠə
geimhrí	ˈɟɛvʲɾʲiː
-óinn	-ˈón̪ˠ
eascaine	ˈasˠkənʲə
Áirc an Chonartha	ɑːɾˠk ənˠ ˈxɔn̪ˠəɾˠə
hadharca	ˈhaiəɾˠkə
féil	fʲeːlʲ
the	hɛ
corcán	ˈkɔɾˠkɑːnˠ
caipín	ˈkapʲiːnʲ
féadann	ˈfʲeːd̪ˠən̪ˠ
iasacht	ˈiəsˠəxt̪ˠ
cuisneach	ˈkɪʃnʲəx
-fí	-fʲiː
leosan	ˈlʲoːsˠən̪ˠ
leafaos	ˈlʲafˠiːsˠ
lasa	ˈlˠasˠə
meáití	ˈmʲeɑːtʲiː
slí	ʃlʲiː
corpartha	ˈkɔɾˠpˠəɾˠə
chistin	ˈçɪʃtʲɪnʲ
airg	aɾʲɟ
traidisiún	ˈt̪ˠɾˠadʲəʃuːnˠ
goidte	ˈɡɛdʲtʲə
leor	lʲoːɾˠ
i bhfad	əˈwad̪ˠ
turscar	ˈt̪ˠʊɾˠsˠkəɾˠ
mamaí	ˈmˠamˠiː
labhair	ˈlˠəuəɾʲ
bheirtear	ˈvʲɛɾˠtʲəɾˠ
creid	cɾʲɛdʲ
freagra	ˈfʲɾʲaɡɾˠə
bhídís	ˈvʲiːdʲiːʃ
deiridís	ˈdʲɛɾʲədʲiːʃ
tabhair	ˈt̪ˠəuəɾʲ
dtiocfainn	ˈdʲʊkfˠən̪ˠ
airgeadúla	ˈaɾʲəɟəd̪ˠuːlˠə
consan	ˈkɔn̪ˠsˠən̪ˠ
Fionnabhair	ˈfʲiən̪ˠəuəɾʲ
litreach	ˈlʲɪtʲɾʲəx
crithim	ˈcɾʲɪhɪmʲ
bothóg	ˈbˠɔhoːɡ
táid	t̪ˠɑːdʲ
hurais	ˈhʊɾˠəʃ
ghráin	ɾˠɑːnʲ
dáréag	ˈd̪ˠɑːɾʲeːɡ
ceangail	ˈcɪŋəlʲ
-na	-n̪ˠa
imreoir	ˈɪmʲɾʲoːɾʲ
gcara	ˈɡaɾˠə
fána	ˈfˠɑːn̪ˠə
sonrú	ˈsˠɔn̪ˠɾˠuː
madraí	ˈmˠad̪ˠɾˠiː
daid	d̪ˠadʲ
i bhfad ó shin	əwad̪ˠ oː ˈhɪnʲ
urnaí	ˈʊɾˠn̪ˠiː
fíniúin	ˈfʲiːnʲúnʲ
tuige	ˈt̪ˠɪɟɪ
faoinarb	ˈfˠiːn̪ˠəɾˠbˠ
piachán	ˈpʲiəxɑːnˠ
trosc	t̪ˠɾˠɔsˠk
dúide	ˈd̪ˠúdʲə
aosán	ˈiːsˠɑːnˠ
Aoife	ˈiːfʲə
imeartas focal	ˌɪmʲəɾˠt̪ˠəsˠ ˈfˠɔkəlˠ
dusta	ˈd̪ˠʊsˠt̪ˠə
clí	clʲiː
go raibh maith agaibh	ɡəɾˠaiiː mˠah ˈəɡəvʲ
náid	n̪ˠɑːdʲ
fáidh	fˠə
casfaidh	ˈkasˠfˠə
blianta	ˈbʲlʲiən̪ˠt̪ˠə
dear	dʲaɾˠ
SEIF	ʃɛfʲ
géibheannach	ˈɟeːvʲən̪ˠəx
gríos	ɟɾʲiːʃ
chíre	ˈçiːɾʲə
teorann	ˈtʲoːɾˠən̪ˠ
de Búrca	dʲəˈbˠuːɾˠkə
tsín	tʲʃiːnʲ
daonra	ˈd̪ˠiːn̠̪ˠɾˠə
maithe	ˈmˠahə
caraid	ˈkaɾˠədʲ
busta	ˈbˠʊsˠt̪ˠə
monarcha	ˈmˠɔn̪ˠəɾˠxə
naoscach	ˈn̪ˠiːsˠkəx
faoinarbh	ˈfˠiːn̪ˠəɾˠw
d'ith	dʲ'ˈɪ
báid	bˠɑːdʲ
d'fhuaití	d̪ˠ'ˈuətʲiː
ama	ˈamˠə
dhochtúir	ˈɣɔxt̪ˠúɾʲ
bharr	waːɾˠ
wae	weː
cruit	kɾˠɪtʲ
Frainc	fˠɾˠan̪ʲc
tae	tʲeː
cúram	ˈkuːɾˠəmˠ
gáifeach	ˈɡɑːfʲəx
ainrialaí	ˈan̪ʲɾʲiəlˠiː
bheirim	ˈvʲɛɾʲɪmʲ
sráidbhaile	ˈsˠɾˠɑːd̪ˠwəlʲə
Satharn	ˈsˠahəɾˠn̪ˠ
molfar	ˈmˠɔl̪ˠfˠəɾˠ
bpéin	bʲeːnʲ
cúr	kuːɾˠ
báistí	ˈbˠɑːʃtʲiː
dem	dʲɪmʲ
uafásach	ˈuəfˠɑːsˠəx
milliún	ˈmʲɪlʲuːnˠ
íosfad	ˈiːsˠfˠəd̪ˠ
máthair	ˈmˠɑːhəɾʲ
dom	d̪ˠɔmˠ
boc	bˠɔk
feidhmeannach	ˈfʲɛmʲən̪ˠəx
itear	ˈɪtʲəɾˠ
chughamsa	ˈxaiəmˠsˠə
cúlú	ˈkuːlˠuː
burla	ˈbˠʊɾˠlˠə
vóta	vˈoːt̪ˠə
báthair	ˈbˠɑːhəɾʲ
sna	sˠn̪ˠa
rúibric	ˈɾˠúbʲɾʲɪc
dhul	ɣʊlˠ
ngabhas	ˈŋəuəsˠ
deileanna	ˈdʲɛlʲən̪ˠə
billiún	ˈbʲɪlʲuːnˠ
acsón	ˈaksˠoːnˠ
bhímis	ˈvʲiːmʲəʃ
clairnéid	ˈklˠaɾʲnʲeːdʲ
charad	ˈxaɾˠəd̪ˠ
ina	ˈɪn̪ˠə
lúbfar	ˈlˠuːbˠfˠəɾˠ
cúig	ˈkúɟ
ús	uːsˠ
tor	t̪ˠɔɾˠ
ghrá	ɾˠɑː
nigh	nʲɪ
gcóstaí	ˈɡoːsˠt̪ˠiː
de dheoin	dʲəˈjoːnʲ
cad chuige	kad̪ˠ ˈxəɟɪ
bhád	wɑːd̪ˠ
braon	bˠɾˠiːnˠ
cóta fearthainne	ˌkoːt̪ˠə ˈfʲaɾˠən̪ˠə
hInis Meáin	ˌhɪnʲəʃ ˈmʲeɑːnʲ
eascann	ˈasˠkən̪ˠ
buíonna	ˈbˠuiːnʲə
canta	ˈkan̪ˠt̪ˠə
brách	bˠɾˠɑːx
bhFionlainn	ˈvʲiən̪ˠlˠən̪ˠ
deirfiúracha	ˈdʲɛɾʲfʲuːɾˠəxə
miste	ˈmʲɪʃtʲə
mear	mʲaɾˠ
cruinneál	ˈkɾˠɪnʲeɑːlˠ
tolg	t̪ˠɔl̪ˠɡ
ceamara	ˈcamˠəɾˠə
páistí	ˈpˠɑːʃtʲiː
éinne	ˈeːnʲə
naíonta	ˈn̪ˠiːən̪ˠt̪ˠə
i bhfolach	əˈwɔlˠəx
cíobhaí	ˈciːwiː
-idís	-ɪdʲiːʃ
fásaim	ˈfˠɑːsˠəmʲ
amscaí	ˈamˠsˠkiː
dtiarna	ˈdʲiəɾˠn̪ˠə
sionnach	ˈʃiən̪ˠəx
gleo	ɟlʲoː
áitigh	ˈɑːtʲə
caogad	ˈkiːɡəd̪ˠ
am	amˠ
túis	ˈt̪ˠúʃ
múnla	ˈmˠuːn̪ˠlˠə
suain	ˈsˠuənʲ
cosúil	ˈkɔsˠúlʲ
fir	fʲɪɾʲ
Ní	nʲiː
Mí	mʲiː
tseamróg	ˈtʲʃamˠɾˠoːɡ
comhlach	ˈkəulˠəx
adhall	ˈaiəlˠ
seanathair	ˈʃan̪ˠəhəɾʲ
deisceabal	ˈdʲɛʃcəbˠəlˠ
céadfach	ˈceːd̪ˠfˠəx
facas	ˈfˠakəsˠ
Uí	ˈuiː
scaoil	sˠkiːlʲ
goirt	ɡɔɾˠtʲ
facamar	ˈfˠakəmˠəɾˠ
tigh	tʲɪ
cúis	ˈkúʃ
righ	ɾˠə
naoi déag	n̪ˠiː dʲeːɡ
craiceanna	ˈkɾˠacən̪ˠə
deá-	ˈdʲeɑː-
clais	klˠaʃ
bí	bʲiː
caonach	ˈkiːn̪ˠəx
sir	ʃɪɾʲ
gí	ɟiː
fí	fʲiː
cáil	kɑːlʲ
blais	bˠlˠaʃ
huaire	ˈhuəɾʲə
Cáisc	kɑːʃc
muiníneach	ˈmˠɪnʲiːnʲəx
bialann	ˈbʲiəlˠən̪ˠ
cnó Brasaíleach	kɾˠoː ˈbˠɾˠasˠəlʲəx
éide	ˈeːdʲə
-í	-iː
cáinte	ˈkɑːn̪ʲtʲə
cáinim	ˈkɑːnʲɪmʲ
bhítí	ˈvʲiːtʲiː
nglacfá	ˈŋlˠakfˠɑː
haicme	ˈhacmʲə
bheidís	ˈvʲɛdʲiːʃ
chonaic	ˈxɔn̪ˠəc
fhéin	eːnʲ
brisid	ˈbʲɾʲɪʃɪdʲ
aicmí	ˈacmʲiː
cíonn	ciːnʲ
crochta	ˈkɾˠɔxt̪ˠə
sásar	ˈsˠɑːsˠəɾˠ
traenálaí	ˈtʲɾʲeːn̪ˠɑːlˠiː
bhfarraige	ˈwaɾˠəɟɪ
bíonn	bʲiːnʲ
-áil	-ɑːlʲ
bhfearthainn	ˈvʲaɾˠən̪ˠ
cuir i dtaisce	kɪɾʲ əˈd̪ˠaʃcɪ
amais	ˈamˠəʃ
brosna	ˈbˠɾˠɔsˠn̪ˠə
Márta	ˈmˠɑːɾˠt̪ˠə
oilim	ˈɛlʲɪmʲ
cnuimhe	ˈkɾˠɪə
cuisleán	ˈkɪʃlʲeɑːnˠ
ceist	cɛʃtʲ
uimhreacha	ˈɪvʲɾʲəxə
Doire	ˈd̪ˠɛɾʲə
ar dtúis	əɾˠˈd̪ˠúʃ
líonta	ˈlʲiːn̠̪ˠt̪ˠə
péas	pʲeːsˠ
giucs	ˈɟəksˠ
mhaith	wa
bhinde	ˈvʲɪnʲədʲə
léas	lʲeːsˠ
fhuilimid	ˈɪlʲəmʲɪdʲ
Rónán	ˈɾˠoːn̪ˠɑːnˠ
ath-	ah-
beacht	bʲaxt̪ˠ
chás	xɑːsˠ
crúibín	ˈkɾˠúbʲiːnʲ
crógach	ˈkɾˠoːɡəx
sinsir	ˈʃɪn̠ʲʃəɾʲ
dtiocfá	ˈdʲʊkfˠɑː
grúdlann	ˈɡɾˠuːd̪ˠlˠən̪ˠ
shróna	ˈhɾˠoːn̪ˠə
cad é	kadʲ ˈeː
buíocha	ˈbˠuiːxə
seile	ˈʃɛlʲə
Chiribeas	ˈçɪɾʲəbʲəsˠ
cheada	ˈçad̪ˠə
taidhleoir	ˈt̪ˠɑːlʲoːɾʲ
peile	ˈpʲɛlʲə
spealaid	ˈʃpʲalˠədʲ
chaith	xa
cunlach	ˈkʊn̪ˠlˠəx
chor	xɔɾˠ
ghoid	ɣɪdʲ
deirtear	ˈdʲɛɾˠtʲəɾˠ
Ard Mhacha	ˌaɾˠəd̪ˠ ˈwaxə
rialtais	ˈɾˠiəl̪ˠt̪ˠəʃ
dhe	jɛ
muis	mˠɪʃ
charachtair	ˈxaɾˠəxt̪ˠəɾʲ
Sligeach	ˈʃlʲɪɟəx
puis	pˠɪʃ
brata	ˈbˠɾˠat̪ˠə
cluichí	ˈklˠɪhiː
Rián	ˈɾˠiɑːnˠ
gor	ɡɔɾˠ
bhoid	wɪdʲ
fága	ˈfˠɑːɡə
grianmhar	ˈɟɾʲiən̪ˠwəɾˠ
céas	ceːsˠ
déas	dʲeːsˠ
mónóg	ˈmˠoːn̪ˠoːɡ
béas	bʲeːsˠ
Siobhán	ˈʃjʊɑːnˠ
-ígí	-ˈiːɟiː
hiomlán	ˈhjʊmˠlˠɑːnˠ
spíon	ʃpʲiːnʲ
bindealán	ˈbʲɪnʲədʲəlˠɑːnˠ
coisc	kɛʃc
daidí	ˈd̪ˠadʲiː
-íonn	-iːnʲ
scaraid	ˈsˠkaɾˠədʲ
bácáil	ˈbˠɑːkɑːlʲ
céadta	ˈceːd̪ˠt̪ˠə
laig	lˠaɟ
shléibhe	ˈhlʲeːvʲə
h	h
cótán	ˈkoːt̪ˠɑːnˠ
ciceáil	ˈcɪceɑːlʲ
súiste	ˈsˠúʃtʲə
gléasaimid	ˈɟlʲeːsˠəmʲɪdʲ
fear céile	fʲaɾʲ ˈceːlʲə
cairdeas	ˈkaɾʲədʲəsˠ
pálás	ˈpˠɑːlˠɑːsˠ
buíochas	ˈbˠuiːxəsˠ
bhranda	ˈvˠɾˠan̪ˠəd̪ˠə
cogal	ˈkɔɡəlˠ
áitithe	ˈɑːtʲəhə
piocthacht	ˈpʲiəkəxt̪ˠ
bígí	ˈbʲiːɟiː
pháirt	fˠɑːɾˠtʲ
smaoinigh	ˈsˠmˠiːnʲə
cuidhil	ˈkɪjɪlʲ
canúnach	ˈkan̪ˠuːn̪ˠəx
Nollaig	ˈn̪ˠɔlˠəc
éillín	ˈeːlʲiːnʲ
chais	xaʃ
thuairim	ˈhuəɾʲɪmʲ
fiacail	ˈfʲiəkəlʲ
badhb	bˠəbˠ
saorann	ˈsˠiːɾˠən̪ˠ
gcomhluadar	ˈɡəulˠuəd̪ˠəɾˠ
-fá	-fˠɑː
fadhb	fˠəbˠ
aer	eːɾˠ
tromán	ˈt̪ˠɾˠɔmˠɑːnˠ
damhán	ˈd̪ˠəuɑːnˠ
triuf	ˈtʲɾʲəfˠ
siolla	ˈʃiəlˠə
cabach	ˈkabˠəx
le déanaí	lʲə ˈdʲeːn̪ˠiː
breactar	ˈbʲɾʲakt̪ˠəɾˠ
gol	ɡɔlˠ
phálás	ˈfˠɑːlˠɑːsˠ
slige	ˈʃlʲɪɟɪ
draíodóir	ˈd̪ˠɾˠiːəd̪ˠóɾʲ
Meicsiceo	ˈmʲɛcʃɪcoː
fianna	ˈfʲiən̪ˠə
oibre	ˈɛbʲɾʲə
a chara	əˈxaɾˠə
stoc	sˠt̪ˠɔk
cnogaí	ˈkɾˠɔɡiː
beannú	ˈbʲan̪ˠuː
sluaite	ˈsˠlˠuətʲə
earra	ˈaɾˠə
laethe	ˈlʲeːhə
marc	mˠaɾˠk
lasair	ˈlˠasˠəɾʲ
-ne	-nʲɛ
channa	ˈxan̪ˠə
ngráin	ŋɾˠɑːnʲ
coinneáil	ˈkɪnʲeɑːlʲ
gardaí	ˈɡaɾˠəd̪ˠiː
péint	pʲeːn̠ʲtʲ
biachlár	ˈbʲiəxlˠɑːɾˠ
ábhar	ˈáiːəɾˠ
fáil	fˠɑːlʲ
briosc	ˈbʲɾʲiəsˠk
traoith	t̪ˠɾˠiː
urghabh	ˈʊɾˠɣəu
iascaire	ˈiəsˠkəɾʲə
baist	bˠaʃtʲ
iomaire	ˈʊmˠəɾʲə
bhFranc	wɾˠan̪ˠk
linbh	lʲɪn̠ʲvʲ
géar	ɟeːɾˠ
iris	ˈɪɾʲəʃ
n-aenna	nʲ-ˈeːnʲə
céanna	ˈceːnʲə
scrúdú	ˈsˠkɾˠuːd̪ˠuː
bhialann	ˈvʲiəlˠən̪ˠ
lofa	ˈlˠɔfˠə
ceangal	ˈcɪŋəlˠ
barra	ˈbˠaɾˠə
bosca	ˈbˠɔsˠkə
peirsil	ˈpʲɛɾˠʃɪlʲ
céasta	ˈceːsˠt̪ˠə
sliotar	ˈʃlʲiət̪ˠəɾˠ
-se	-ʃɛ
bearna bhaoil	ˌbʲaɾˠn̪ˠə ˈwiːlʲ
cuirtear	ˈkʊɾˠtʲəɾˠ
bandach	ˈbˠan̪ˠəd̪ˠəx
soitheach	ˈsˠɛhəx
féidearthacht	ˈfʲeːdʲəɾˠəxt̪ˠ
Gardaí	ˈɡaɾˠəd̪ˠiː
éiligh	ˈeːlʲə
dois	d̪ˠɛʃ
aois	iːʃ
cóiste	ˈkóʃtʲə
do-ranna	ˈd̪ˠɔ-ɾˠən̪ˠə
léachtóir	ˈlʲeːxt̪ˠóɾʲ
matrarc	ˈmˠat̪ˠɾˠəɾˠk
gloiní	ˈɡlˠɪnʲiː
Rúis	ˈɾˠúʃ
cialla	ˈciəlˠə
glais	ɡlˠaʃ
gciseanna	ˈɟɪʃən̪ˠə
réasún	ˈɾˠeːsˠuːnˠ
séasún	ˈʃeːsˠuːnˠ
luaith	ˈlˠuə
crúb	kɾˠuːbˠ
eisceacht	ˈɛʃcəxt̪ˠ
sreang	ʃɾʲɪŋ
fíonghort	ˈfʲɪŋhəɾˠt̪ˠ
cór	koːɾˠ
osna	ˈɔsˠn̪ˠə
Sorcha	ˈsˠɔɾˠxə
chan	xan̪ˠ
ime	ˈɪmʲə
páirc	pˠɑːɾʲc
caint	kan̪ʲtʲ
ciall	ˈciəlˠ
tochais	ˈt̪ˠɔxəʃ
tíogar	ˈtʲiːɡəɾˠ
Ollainnis	ˈɔlˠən̪ˠəʃ
dris	dʲɾʲɪʃ
anois	ˈan̪ˠəʃ
tagtha	ˈt̪ˠakə
dinnéar	ˈdʲɪnʲeːɾˠ
lem	lʲɪmʲ
scriúta	ˈʃcɾʲuːt̪ˠə
bris	bʲɾʲɪʃ
i ngeall ar	əˈŋaːlˠ əɾˠ
Ulaidh	ˈʊlˠə
fair	fˠaɾʲ
gair	ɡaɾʲ
bhainc	wan̪ʲc
rabhamar	ˈɾˠəuəmˠəɾˠ
féilire	ˈfʲeːlʲəɾʲə
crín	cɾʲiːnʲ
chodlata	ˈxɔd̪ˠlˠət̪ˠə
crosán	ˈkɾˠɔsˠɑːnˠ
imeanna	ˈɪmʲən̪ˠə
chiúin	ˈçúnʲ
gnás	ɡɾˠɑːsˠ
tar	t̪ˠaɾˠ
griandó	ˈɟɾʲiən̪ˠd̪ˠoː
dísle	ˈdʲiːʃlʲə
measc	mʲasˠk
gcuid	ɡɪdʲ
d'fhreagair	dʲ'ˈɾʲaɡəɾʲ
brocach	ˈbˠɾˠɔkəx
claidh	klˠə
ruag	ɾˠuəɡ
croí	ˈkɾˠoiː
desean	ˈdʲɛʃən̪ˠ
eolaíocht	ˈoːlˠiːəxt̪ˠ
lochta	ˈlˠɔxt̪ˠə
gar	ɡaɾˠ
hat	hat̪ˠ
uachtar	ˈuəxt̪ˠəɾˠ
dar	d̪ˠaɾˠ
car	kaɾˠ
ealaín	ˈalˠənʲ
ear	aɾˠ
chreach	çɾʲax
Cáit	kɑːtʲ
éirímid	ˈeːɾʲiːmʲɪdʲ
loscann	ˈlˠɔsˠkən̪ˠ
airnéis	ˈaɾʲnʲeːʃ
leathar	ˈlʲahəɾˠ
tionscadal	ˈtʲiən̪ˠsˠkəd̪ˠəlˠ
Gaeilge na hÉireann	ˌɟeːl̪ʲɟɪ n̪ˠə ˈheːɾʲaːn̪ˠ
beire	ˈbʲɛɾʲə
mharc	waɾˠk
tuarastal	ˈt̪ˠuəɾˠəsˠt̪ˠəlˠ
fhéadaim	ˈeːd̪ˠəmʲ
atá	ˈat̪ˠɑː
Baile na Mainistreach	ˌbˠalʲə n̪ˠə ˈmˠanʲəʃtʲɾʲəx
Sabóid	ˈsˠabˠódʲ
dósan	ˈd̪ˠoːsˠən̪ˠ
uair	ˈuəɾʲ
clanna	ˈklˠan̪ˠə
cuarta	ˈkuəɾˠt̪ˠə
chum	xʊmˠ
broc-chú	ˈbˠɾˠɔk-xuː
orm	ɔɾˠmˠ
sórt	sˠoːɾˠt̪ˠ
tair	t̪ˠaɾʲ
mair	mˠaɾʲ
adhnaic	ˈain̪ˠəc
stop	sˠt̪ˠɔpˠ
crosóg	ˈkɾˠɔsˠoːɡ
-ínn	-iːnʲ
ndónna	ˈn̪ˠoːn̪ˠə
pósfad	ˈpˠoːsˠfˠəd̪ˠ
n-athar	n̪ˠ-ˈahəɾˠ
hathruithe	ˈhahɾˠəhə
tarrang	ˈt̪ˠaɾˠəŋ
báirseach	ˈbˠɑːɾˠʃəx
scamall	ˈsˠkamˠəlˠ
eitiú	ˈɛtʲuː
dhearnadar	ˈjaɾˠn̪ˠəd̪ˠəɾˠ
deatach	ˈdʲat̪ˠəx
cisteanach	ˈcɪʃtʲən̪ˠəx
Luan Cásca	lˠuən̪ˠ ˈkɑːsˠkə
misneach	ˈmʲɪʃnʲəx
dona	ˈd̪ˠɔn̪ˠə
diúracas	ˈdʲuːɾˠəkəsˠ
chúl	xuːlˠ
-ímid	-ˈiːmʲɪdʲ
mba	mˠa
dúiseacht	ˈd̪ˠúʃəxt̪ˠ
-im	-ɪmʲ
ró	ɾˠoː
amanna	ˈamˠən̪ˠə
íochtar	ˈiːxt̪ˠəɾˠ
post	pˠɔsˠt̪ˠ
faillí	ˈfˠalˠiː
gleoite	ˈɟlʲoːtʲə
toirte	ˈt̪ˠɔɾˠtʲə
tost	t̪ˠɔsˠt̪ˠ
duán	ˈd̪ˠuɑːnˠ
cuán	ˈkuɑːnˠ
sona	ˈsˠɔn̪ˠə
boiriceach	ˈbˠɛɾʲɪcəx
siúl	ˈʃuːlˠ
mhire	ˈvʲɪɾʲə
áinsíoch	ˈɑːn̪ʲʃiː
bocht	bˠɔxt̪ˠ
ngarraí	ˈŋaɾˠiː
bímis	ˈbʲiːmʲəʃ
-igí	-ˈɪɟiː
it	ɪtʲ
snámh	sˠn̪ˠáiː
thais	haʃ
fhir	ɪɾʲ
Fhranc	ɾˠan̪ˠk
ghais	ɣaʃ
ghním	nʲiːmʲ
cliste	ˈclʲɪʃtʲə
trian	ˈtʲɾʲiən̪ˠ
aerga	ˈeːɾˠəɡə
dochtúirí	ˈd̪ˠɔxt̪ˠúɾʲiː
inneoin	ˈɪnʲoːnʲ
Vallúinis	vˈalˠúnʲəʃ
prioslaire	ˈpʲɾʲiəsˠlˠəɾʲə
socrú	ˈsˠɔkɾˠuː
díbhse	ˈdʲiːvʲʃə
céard	ceːɾˠd̪ˠ
seacláid	ˈʃaklˠɑːdʲ
ascaill	ˈasˠkəlˠ
ómra	ˈoːmˠɾˠə
cairéad	ˈkaɾʲeːd̪ˠ
cruimhe	ˈkɾˠɪə
tagair	ˈt̪ˠaɡəɾʲ
t-éadach	tʲ-ˈeːd̪ˠəx
fraoigh	fˠɾˠə
Inid	ˈɪnʲɪdʲ
broc	bˠɾˠɔk
Gaedhilge	ˈɟeːjəl̪ʲɟɪ
turtar	ˈt̪ˠʊɾˠt̪ˠəɾˠ
caifé	ˈkafʲeː
uan	uən̪ˠ
áinsí	ˈɑːn̪ʲʃiː
san	sˠan̪ˠ
geir	ɟɛɾʲ
ceallach	ˈcalˠəx
duilliúr	ˈd̪ˠɪlʲuːɾˠ
beathaí	ˈbʲahiː
diúracán	ˈdʲuːɾˠəkɑːnˠ
gluaisteán	ˈɡlˠuəʃtʲeɑːnˠ
diúltú	ˈdʲuːl̪ˠt̪ˠuː
fíoraíocht	ˈfʲiːɾˠiːəxt̪ˠ
coinneal	ˈkɪnʲəlˠ
dromán	ˈd̪ˠɾˠɔmˠɑːnˠ
aeir	ˈeːɾʲ
gan	ɡan̪ˠ
Meán Fómhair	ˌmʲeɑːnˠ ˈfˠoːəɾʲ
armais	ˈaɾˠmˠəʃ
fan	fˠan̪ˠ
can	kan̪ˠ
múinteoir	ˈmˠún̪ʲtʲoːɾʲ
práis	pˠɾˠɑːʃ
ban	bˠan̪ˠ
b'éigean	bʲ'ˈeːɟən̪ˠ
fhágadar	ˈɑːɡəd̪ˠəɾˠ
Gael	ɟeːlˠ
deineann	ˈdʲɛnʲən̪ˠ
gruaig	ˈɡɾˠuəɟ
Cabúl	ˈkabˠuːlˠ
ché	çeː
búch	bˠuːx
dáiríre	ˈd̪ˠɑːɾʲiːɾʲə
bóín Dé	bʲjoːnʲ ˈdʲeː
mhíl	vʲiːlʲ
diana	ˈdʲiən̪ˠə
shíl	hiːlʲ
iaguar	ˈiəɡuəɾˠ
Baile Brigín	ˌbˠalʲə ˈbʲɾʲɪɟiːnʲ
pianó	ˈpʲiən̪ˠoː
giorracht	ˈɟiəɾˠəxt̪ˠ
shaoil	hiːlʲ
